id,path,niche,use,subtype,quality,width,height,megapixels,size_kb,needs_upscale,has_text_overlay,has_person,tags,caption,split
125,flooring/ba/flooring_ba_together_019.jpg,flooring,ba,together,7,2552,2552,6.51,5469,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,val
126,flooring/ba/set-001_4files/flooring_ba_after_001.jpg,flooring,ba,after,7,768,1024,0.79,78,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|after renovation|completed work|contractor portfolio|home renovation,,train
127,flooring/ba/set-001_4files/flooring_ba_process_001.jpg,flooring,ba,process,7,768,1024,0.79,72,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|installation in progress|work in progress|contractor portfolio|home renovation,,train
128,flooring/ba/set-001_4files/flooring_ba_story_001.jpg,flooring,ba,story,7,768,1024,0.79,64,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|social story format|vertical|contractor portfolio|home renovation,,train
129,flooring/ba/set-001_4files/flooring_project_wide_001.jpg,flooring,ba,wide,7,768,1024,0.79,108,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|full room view|wide angle|contractor portfolio|home renovation,,train
130,flooring/hero/flooring_hero_result_001.jpg,flooring,hero,result,7,1024,576,0.59,84,True,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
131,flooring/hero/flooring_hero_result_002.jpg,flooring,hero,result,7,1997,1333,2.66,688,True,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
132,flooring/hero/flooring_hero_result_003.jpg,flooring,hero,result,7,5472,3648,19.96,1690,False,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
133,flooring/hero/flooring_hero_result_004.jpg,flooring,hero,result,7,1152,768,0.88,207,True,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,val
134,flooring/hero/flooring_hero_result_005.jpg,flooring,hero,result,7,1024,1024,1.05,42,True,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
135,flooring/hero/flooring_hero_result_006.jpg,flooring,hero,result,7,1575,2362,3.72,2278,True,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,test
136,flooring/hero/flooring_hero_worker_001.jpg,flooring,hero,worker,7,5472,3648,19.96,6001,False,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio|home renovation,,train
137,flooring/hero/flooring_hero_worker_002.jpg,flooring,hero,worker,7,6500,4333,28.16,19890,False,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio|home renovation,,val
138,flooring/hero/flooring_hero_worker_003.jpg,flooring,hero,worker,7,7900,5267,41.61,15852,False,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio|home renovation,,train
139,flooring/hero/flooring_hero_worker_004.jpg,flooring,hero,worker,7,6720,4480,30.11,13612,False,False,False,flooring|hardwood|tile|installation|floor renovation|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio|home renovation,,train
140,flooring/project/flooring_project_process_001.jpg,flooring,project,process,7,5500,3672,20.2,7625,False,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
141,flooring/project/flooring_project_process_002.jpg,flooring,project,process,7,4480,6720,30.11,15014,False,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
142,flooring/project/flooring_project_process_003.jpg,flooring,project,process,7,7900,5267,41.61,16811,False,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
143,flooring/project/flooring_project_process_004.jpg,flooring,project,process,7,6000,4000,24.0,12478,False,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
144,flooring/project/flooring_project_process_005.jpg,flooring,project,process,7,5858,3905,22.88,10719,False,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
145,flooring/project/flooring_project_process_006.jpg,flooring,project,process,7,6720,4480,30.11,15580,False,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,test
146,flooring/project/flooring_project_wide_002.jpg,flooring,project,wide,7,1152,768,0.88,100,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
147,flooring/project/flooring_project_wide_003.jpg,flooring,project,wide,7,1344,576,0.77,108,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
148,flooring/project/flooring_project_wide_004.jpg,flooring,project,wide,7,1024,768,0.79,46,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
149,flooring/project/flooring_project_wide_005.jpg,flooring,project,wide,7,1024,768,0.79,121,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
150,flooring/project/flooring_project_wide_006.jpg,flooring,project,wide,7,2500,1667,4.17,398,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
151,flooring/project/flooring_project_wide_007.jpg,flooring,project,wide,7,1024,576,0.59,58,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
152,flooring/project/flooring_project_wide_008.jpg,flooring,project,wide,7,1024,576,0.59,100,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
153,flooring/project/flooring_project_wide_009.jpg,flooring,project,wide,7,1024,576,0.59,72,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
154,flooring/project/flooring_project_wide_010.jpg,flooring,project,wide,7,1024,576,0.59,95,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,test
155,flooring/project/flooring_project_wide_011.jpg,flooring,project,wide,7,1344,576,0.77,63,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,val
156,flooring/project/flooring_project_wide_012.jpg,flooring,project,wide,7,1024,768,0.79,116,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
157,flooring/project/flooring_project_wide_013.jpg,flooring,project,wide,7,1344,576,0.77,86,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
158,flooring/project/flooring_project_wide_014.jpg,flooring,project,wide,7,1920,1280,2.46,130,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
159,flooring/project/flooring_project_wide_015.jpg,flooring,project,wide,7,1152,768,0.88,112,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
160,flooring/project/flooring_project_wide_016.jpg,flooring,project,wide,7,768,1024,0.79,60,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
161,flooring/project/flooring_project_wide_017.jpg,flooring,project,wide,7,450,112,0.05,7,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
162,flooring/project/flooring_project_wide_018.jpg,flooring,project,wide,7,1024,1024,1.05,69,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
163,flooring/project/flooring_project_wide_019.jpg,flooring,project,wide,7,1344,576,0.77,161,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
164,flooring/project/flooring_project_wide_020.jpg,flooring,project,wide,7,1024,1024,1.05,26,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
165,flooring/project/flooring_project_wide_021.jpg,flooring,project,wide,7,1152,768,0.88,81,True,False,False,flooring|hardwood|tile|installation|floor renovation|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
166,HVAC/ba/hvac_ba_together_003.jpg,hvac,ba,together,7,960,768,0.74,106,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
167,HVAC/ba/hvac_ba_together_004.jpg,hvac,ba,together,7,1024,576,0.59,55,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
168,HVAC/ba/hvac_ba_together_005.jpg,hvac,ba,together,7,1024,576,0.59,124,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
169,HVAC/ba/hvac_ba_together_006.jpg,hvac,ba,together,7,1024,576,0.59,44,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
170,HVAC/ba/hvac_ba_together_007.jpg,hvac,ba,together,7,1024,576,0.59,90,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
171,HVAC/ba/hvac_ba_together_008.jpg,hvac,ba,together,7,1024,576,0.59,153,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
172,HVAC/ba/hvac_ba_together_009.jpg,hvac,ba,together,7,1024,576,0.59,37,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
173,HVAC/ba/hvac_ba_together_010.jpg,hvac,ba,together,7,1152,768,0.88,236,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
174,HVAC/ba/hvac_ba_together_011.jpg,hvac,ba,together,7,1024,1024,1.05,136,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
175,HVAC/ba/hvac_ba_together_012.jpg,hvac,ba,together,7,1024,1024,1.05,205,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
176,HVAC/ba/hvac_ba_together_013.jpg,hvac,ba,together,7,1024,1024,1.05,119,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
177,HVAC/ba/hvac_ba_together_014.jpg,hvac,ba,together,7,1024,576,0.59,155,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
178,HVAC/ba/hvac_ba_together_015.jpg,hvac,ba,together,7,1024,1024,1.05,213,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
179,HVAC/ba/hvac_ba_together_016.jpg,hvac,ba,together,7,1152,768,0.88,220,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
180,HVAC/ba/hvac_ba_together_017.jpg,hvac,ba,together,7,1024,576,0.59,105,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,val
181,HVAC/ba/set-001_4files/hvac_ba_after_001.jpg,hvac,ba,after,7,1024,768,0.79,226,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|after renovation|completed work|contractor portfolio,,train
182,HVAC/ba/set-001_4files/hvac_ba_after_002.jpg,hvac,ba,after,7,1024,768,0.79,140,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|after renovation|completed work|contractor portfolio,,train
183,HVAC/ba/set-001_4files/hvac_ba_before_001.jpg,hvac,ba,before,7,1024,768,0.79,195,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before renovation|original state|contractor portfolio,,train
184,HVAC/ba/set-001_4files/hvac_ba_before_002.jpg,hvac,ba,before,7,1024,768,0.79,280,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before renovation|original state|contractor portfolio,,train
185,HVAC/ba/set-002_4files/hvac_ba_before_003.jpg,hvac,ba,before,7,768,1024,0.79,73,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before renovation|original state|contractor portfolio,,train
186,HVAC/ba/set-002_4files/hvac_ba_before_004.jpg,hvac,ba,before,7,768,1024,0.79,179,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before renovation|original state|contractor portfolio,,train
187,HVAC/ba/set-002_4files/hvac_ba_process_001.jpg,hvac,ba,process,7,768,1024,0.79,190,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|installation in progress|work in progress|contractor portfolio,,train
188,HVAC/ba/set-002_4files/hvac_ba_story_001.jpg,hvac,ba,story,7,768,1024,0.79,204,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|social story format|vertical|contractor portfolio,,train
189,HVAC/ba/set-003_2files/hvac_ba_together_001.jpg,hvac,ba,together,7,1024,576,0.59,120,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
190,HVAC/ba/set-003_2files/hvac_ba_together_002.jpg,hvac,ba,together,7,1024,1024,1.05,295,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
191,HVAC/hero/hvac_hero_product_001.jpg,hvac,hero,product,7,1152,768,0.88,95,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio,,test
192,HVAC/hero/hvac_hero_product_002.jpg,hvac,hero,product,7,1152,768,0.88,40,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio,,train
193,HVAC/hero/hvac_hero_product_003.jpg,hvac,hero,product,7,1024,768,0.79,35,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio,,train
194,HVAC/hero/hvac_hero_product_004.jpg,hvac,hero,product,7,960,768,0.74,144,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio,,train
195,HVAC/hero/hvac_hero_result_001.jpg,hvac,hero,result,7,1024,576,0.59,93,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,val
196,HVAC/hero/hvac_hero_team_001.jpg,hvac,hero,team,7,1024,576,0.59,105,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|crew|team photo|contractor portfolio,,test
197,HVAC/hero/hvac_hero_team_002.jpg,hvac,hero,team,7,1152,768,0.88,175,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|crew|team photo|contractor portfolio,,train
198,HVAC/hero/hvac_hero_worker_001.jpg,hvac,hero,worker,7,1152,768,0.88,64,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
199,HVAC/hero/hvac_hero_worker_002.jpg,hvac,hero,worker,7,1152,768,0.88,54,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
200,HVAC/hero/hvac_hero_worker_003.jpg,hvac,hero,worker,7,1152,768,0.88,89,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
201,HVAC/hero/hvac_hero_worker_004.jpg,hvac,hero,worker,7,1152,768,0.88,156,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
202,HVAC/hero/hvac_hero_worker_005.jpg,hvac,hero,worker,7,1152,768,0.88,148,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,test
203,HVAC/hero/hvac_hero_worker_006.jpg,hvac,hero,worker,7,1152,768,0.88,76,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
204,HVAC/hero/hvac_hero_worker_007.jpg,hvac,hero,worker,7,1152,768,0.88,77,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
205,HVAC/hero/hvac_hero_worker_008.jpg,hvac,hero,worker,7,1152,768,0.88,85,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,val
206,HVAC/hero/hvac_hero_worker_009.jpg,hvac,hero,worker,7,1152,768,0.88,73,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
207,HVAC/hero/hvac_hero_worker_010.jpg,hvac,hero,worker,7,1152,768,0.88,163,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,test
208,HVAC/hero/hvac_hero_worker_011.jpg,hvac,hero,worker,7,1152,768,0.88,42,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
209,HVAC/hero/hvac_hero_worker_012.jpg,hvac,hero,worker,7,1152,768,0.88,123,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,val
210,HVAC/hero/hvac_hero_worker_013.jpg,hvac,hero,worker,7,1152,768,0.88,82,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
211,HVAC/hero/hvac_hero_worker_014.jpg,hvac,hero,worker,7,1152,768,0.88,36,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,test
212,HVAC/hero/hvac_hero_worker_015.jpg,hvac,hero,worker,7,1152,768,0.88,73,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
213,HVAC/hero/hvac_hero_worker_016.jpg,hvac,hero,worker,7,1152,768,0.88,120,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
214,HVAC/hero/hvac_hero_worker_017.jpg,hvac,hero,worker,7,1152,768,0.88,67,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
215,HVAC/hero/hvac_hero_worker_018.jpg,hvac,hero,worker,7,1152,768,0.88,67,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,test
216,HVAC/hero/hvac_hero_worker_019.jpg,hvac,hero,worker,7,1152,768,0.88,205,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
217,HVAC/hero/hvac_hero_worker_020.jpg,hvac,hero,worker,7,1152,768,0.88,90,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
218,HVAC/hero/hvac_hero_worker_021.jpg,hvac,hero,worker,7,1152,768,0.88,74,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,val
219,HVAC/hero/hvac_hero_worker_022.jpg,hvac,hero,worker,7,768,1024,0.79,292,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
220,HVAC/project/hvac_project_process_001.jpg,hvac,project,process,7,768,1024,0.79,209,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,val
221,HVAC/project/hvac_project_wide_001.jpg,hvac,project,wide,7,1024,768,0.79,273,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
222,HVAC/project/hvac_project_wide_002.jpg,hvac,project,wide,7,768,1024,0.79,280,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
223,HVAC/project/hvac_project_wide_003.jpg,hvac,project,wide,7,1024,768,0.79,268,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
224,HVAC/project/hvac_project_wide_004.jpg,hvac,project,wide,7,768,1024,0.79,257,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
225,HVAC/project/hvac_project_wide_005.jpg,hvac,project,wide,7,1024,768,0.79,237,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
226,HVAC/project/hvac_project_wide_006.jpg,hvac,project,wide,7,768,1024,0.79,294,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
227,HVAC/project/hvac_project_wide_007.jpg,hvac,project,wide,7,768,1024,0.79,228,True,False,False,hvac|air conditioning|heating|installation|equipment|ductwork|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
228,security/hero/security_hero_product_001.jpg,security,hero,product,7,5000,3333,16.66,17957,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
229,security/hero/security_hero_product_002.jpg,security,hero,product,7,6016,4016,24.16,8374,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
230,security/hero/security_hero_product_003.jpg,security,hero,product,7,5000,3337,16.68,11855,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
231,security/hero/security_hero_product_004.jpg,security,hero,product,7,6000,4000,24.0,15741,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
232,security/hero/security_hero_product_005.jpg,security,hero,product,7,4000,3000,12.0,1552,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
233,security/hero/security_hero_product_006.jpg,security,hero,product,7,4000,2667,10.67,847,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
234,security/hero/security_hero_product_007.jpg,security,hero,product,7,2497,3745,9.35,376,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,val
235,security/hero/security_hero_product_008.jpg,security,hero,product,7,4160,6240,25.96,2299,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
236,security/hero/security_hero_product_009.jpg,security,hero,product,7,3512,6240,21.91,863,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
237,security/hero/security_hero_product_010.jpg,security,hero,product,7,4640,5356,24.85,2433,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,test
238,security/hero/security_hero_product_011.jpg,security,hero,product,7,3648,5472,19.96,3985,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
239,security/hero/security_hero_product_012.jpg,security,hero,product,7,5725,3220,18.43,1968,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,val
240,security/hero/security_hero_product_013.jpg,security,hero,product,7,5184,3456,17.92,946,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
241,security/hero/security_hero_product_014.jpg,security,hero,product,7,3264,2448,7.99,337,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,val
242,security/hero/security_hero_product_015.jpg,security,hero,product,7,2837,4256,12.07,485,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,test
243,security/hero/security_hero_product_016.jpg,security,hero,product,7,1900,3000,5.7,773,True,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
244,security/hero/security_hero_product_017.jpg,security,hero,product,7,2660,3991,10.62,5800,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|product shot|equipment close-up|contractor portfolio|home renovation,,train
245,security/hero/security_hero_result_001.jpg,security,hero,result,7,3138,4707,14.77,5154,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
246,security/hero/security_hero_result_002.jpg,security,hero,result,7,3839,5759,22.11,1007,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
247,security/hero/security_hero_team_001.jpg,security,hero,team,7,8000,5333,42.66,19387,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|crew|team photo|contractor portfolio|home renovation,,train
248,security/hero/security_hero_worker_001.jpg,security,hero,worker,7,1024,576,0.59,150,True,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio|home renovation,,train
249,security/hero/security_hero_worker_002.jpg,security,hero,worker,7,2100,1575,3.31,120,True,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio|home renovation,,test
250,security/hero/security_hero_worker_003.jpg,security,hero,worker,7,1152,768,0.88,160,True,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio|home renovation,,train
251,security/hero/security_hero_worker_004.jpg,security,hero,worker,7,5753,3828,22.02,1995,False,False,False,security|camera|surveillance|installation|smart home|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio|home renovation,,train
